"115","5","A","5  A","5  130803",11549544,"",17,,"BALDMA99",03-AUG-2013,0,"BAM0663","",0.0000,0.0000,90.9091,47.0000,43.9091,48.3000,03-AUG-2013,"",1.0000
"115","5","A","5  A","5  130803",11549544,"",18,,"BALDMA99",03-AUG-2013,0,"BAM0601","",0.0000,0.0000,199.0909,110.0000,89.0909,44.7489,03-AUG-2013,"",1.0000
"115","5","A","5  A","5  130803",11549544,"",19,,"BALDMA99",03-AUG-2013,0,"SOP4757","",0.0000,0.0000,208.1818,125.0000,83.1818,39.9563,03-AUG-2013,"",1.0000
"115","5","A","5  A","5  130803",11549544,"A",13,,"BALDMA99",03-AUG-2013,0,"SEA4605","",0.0000,0.0000,2453.6455,1296.0000,1157.6455,47.1806,03-AUG-2013,"",1.0000
"115","5","A","5  A","5  130803",11549544,"A",14,,"BALDMA99",03-AUG-2013,0,"EVG0034","",0.0000,0.0000,1726.3636,919.0000,807.3636,46.7667,03-AUG-2013,"",1.0000
"115","5","A","5  A","5  130803",11549546,"",20,,"ESPLB",03-AUG-2013,0,"ZRNDBENEFIT","",0.0000,0.0000,0.0100,0.0000,0.0100,100.0000,03-AUG-2013,"",1.0000
"115","5","A","5  A","5  130803",11549546,"",21,,"ESPLB",03-AUG-2013,0,"SOP3807","",0.0000,0.0000,2127.2636,865.8113,1261.4523,59.2993,03-AUG-2013,"",1.0000
"115","7","A","7  A","7  130801",11549540,"",1,,"RIEDTO01",01-AUG-2013,0,"GGF0458","",0.0000,0.0000,1090.0000,660.0000,430.0000,39.4495,01-AUG-2013,"",1.0000
"115","7","A","7  A","7  130801",11549540,"",2,,"RIEDTO01",01-AUG-2013,0,"SOP3812","",0.0000,0.0000,2453.6364,1123.2000,1330.4364,54.2230,01-AUG-2013,"",1.0000
"115","7","A","7  A","7  130801",11549540,"",3,,"RIEDTO01",01-AUG-2013,0,"BAM0671","",0.0000,0.0000,100.9091,58.5000,42.4091,42.0270,01-AUG-2013,"",1.0000
"115","7","A","7  A","7  130801",11549540,"",4,,"RIEDTO01",01-AUG-2013,0,"BAM0592","",0.0000,0.0000,121.8182,69.2306,52.5876,43.1689,01-AUG-2013,"",1.0000
"115","7","A","7  A","7  130801",11549542,"",8,,"WALKMA01",01-AUG-2013,0,"STL0869","",0.0000,0.0000,1544.5455,790.0000,754.5455,48.8523,01-AUG-2013,"",1.0000
"115","7","A","7  A","7  130801",11549542,"",9,,"WALKMA01",01-AUG-2013,0,"BAM0668","",0.0000,0.0000,68.1818,40.5000,27.6818,40.6000,01-AUG-2013,"",1.0000
"115","7","A","7  A","7  130801",11549542,"",10,,"WALKMA01",01-AUG-2013,0,"BAM0589","",0.0000,0.0000,87.2727,52.5000,34.7727,39.8437,01-AUG-2013,"",1.0000
"115","7","A","7  A","7  130803",11549548,"",25,,"KUMASA03",03-AUG-2013,0,"KAS115032","",0.0000,0.0000,153.6364,64.5000,89.1364,58.0178,03-AUG-2013,"",1.0000
"115","7","A","7  A","7  130803",11549548,"",26,,"KUMASA03",03-AUG-2013,0,"KAS115018","",0.0000,0.0000,107.2727,47.0000,60.2727,56.1864,03-AUG-2013,"",2.0000
"115","7","A","7  A","7  130804",11549556,"",40,,"MENZCH99",04-AUG-2013,0,"SOP0253","",0.0000,0.0000,308.1818,190.0000,118.1818,38.3481,04-AUG-2013,"",1.0000
"115","7","A","7  A","7  130804",11549557,"",41,,"PAKSLI01",04-AUG-2013,0,"SOP5942","",0.0000,0.0000,590.9091,290.0000,300.9091,50.9231,04-AUG-2013,"",1.0000
"115","7","A","7  A","7  130804",11549557,"",42,,"PAKSLI01",04-AUG-2013,0,"SOP4952","",0.0000,0.0000,272.7273,145.0000,127.7273,46.8333,04-AUG-2013,"",1.0000
